Frances Hamburger Sternberg Pk,IS 2 Playground/Ballfield,Bloomingdale Park (R-106),Bloomingdale Park,Mapes Avenue Ballfield,Memorial Field Of Flushing
Fort Hill Park,Rappaport Playground,Woodtree Playground,St. Catherine's Park,Van Voorhees Park,Bensonhurst Park
Joe Holzka Community Garden,Graniteville Swamp Park,Beach 17 Playground,Neighborhood Community Garden,Cypress Hills Change Garden,Bryant Hill Garden
Millennium Broadway,Rihga Royal Hotel,PaineWebber,"40 WEST 57 STREET, New York, NY 10019",1211 Avenue of the Americas,United States Trust
Mapes Avenue Ballfield,IS 2 Playground/Midland Field,Alabama Avenue Playground,Breukelen Ballfields,Memorial Field Of Flushing,Flushing Fields
Bennett Rest Playground,Cambria Playground,Ranaqua Playground,Beach 30th Street Playground,Montbellier Park,IS 2 Playground/Midland Field
Minetta Green Park,Cypress Hills Change Garden,Neighborhood Community Garden,Overlook Park,W 124th Street Community Garden,Wood Park
Brady's Pond Park,Blueberry Park,Valentino Pier,St. Nicholas - Olive St. Garden,St Nicholas-Olive St Garden,Allison Park
Berry Street Garden,TLC Sculpture Park.Garden,New 123rd St Block Association Garden,Williamsburg Bridge Plaza,Livonia Park,Abyssinian Tot Lot
Jhs 145 & Playground (Jop),Erasmus Hall H.S Athletic Faci,Henry Garnet Garden,PS 14 & Stapleton HSes Playgd,Marine Park/Jhs 278-K,E N Y Vocational HS Plgd
Kaiser Park,Fordham Landing Playground,Big Bush Playground,Flushing Fields,Memorial Field Of Flushing,Jacob Joffe Fields
Woodtree Playground,Power Playground,St. Catherine's Park,Twenty Four Sycamores Park,Rappaport Playground,Mahoney Playground
Mandarin Plaza,Madison Belvedere,Saratoga,Bridge Tower Place,America,International Plaza
Ranaqua Playground,Bennett Park,Bennett Rest Playground,Hoover - Manton Playgrounds,Manton Playground,Beach 30th Street Playground
Sobel Court Park,Epiphany Park,Franklin Memoral Garden,Franklin Memorial Garden,Marcus Garvey Park,Crosson Greeen Park
La Perla Garden,Edgecombe Park,Motor Parkway,Model T Senior Citizen's Garden,Allied Productions/Le Petit Versailles,Jerome Park
Bell Atlantic,"1133 SIXTH AVENUE, New York, NY 10036","1700 BROADWAY, New York, NY 10019","240 EAST 38 STREET, New York, NY 10016",World Apparel Center,Grand Central Plaza
Lefferts Playground,Spargo Park,Frank Frontera Park,White Park,Osborn Playground,Kaltenmeier Playground
Jerome Park/Harris Park Annex,Cedar Tree Garden,Leif Ericson Park And Square,Garden Of Life,Fd Roosevelt Boardwalk & Beach,Kennedy Playground
Paramount Plaza,The Harmony/David Rubenstein Atrium,Stevens Tower,McGraw-Hill,Two Lincoln Square,1211 Avenue of the Americas
Leave It Better Kids' Garden,First Quincy St Block Association,William Simmons Community Garden Club,Brownsville Community Farm,Padre Plaza,Padre Plaza Garden
Liotti Ikefugi Playground,Yellowstone Park Addition,Yellowstone Park,Field Of Dreams Park,Kaltenmeier Playground,Reinhard E Kaltenmeier Plgd
Taylor-Soundview Block Assoc. Garden,Samuel N. Bennerson 2nd Playground,Bayswater,College Point Industrial Park,Bradhurst Ave Garden,Hugh J. Grant Circle Park
Community Group of 349 Elton Street,Southwest Promenade,Martin Luther King Memorial Pk,Wanaqua Garden,Madison Community Greenthumb,Madison St Block Assoc Garden
HarperCollins,One East River Place,"499 PARK AVENUE, New York, NY 10022","747 THIRD AVENUE, New York, NY 10017",New York Palace Hotel,Park Avenue Plaza
Concrete Plant Park,Old Croton Aqueduct Gatehouse,Henry Hudson/Pauls Park,Spuyten Duyvil Park,Henry Hudson Park,Isham Park
Dyker Beach Park,Harris Park,Alabama Avenue Playground,Breukelen Ballfields,Big Bush Playground,St. Michael's Playground
Windsor,Newbury,Delegate,"45 EAST 89 STREET, New York, NY 10128","265 EAST 66 STREET, New York, NY 10065","254 EAST 68 STREET, New York, NY 10065"
George Walker Jr. Park,Big Red Garden,Madison Community Greenthumb,Madison St Block Assoc Garden,Wanaqua Garden,Harlem Lane Playground
Memorial Field Of Flushing,Memorial Field Of Flushing,Mapes Avenue Ballfield,Frank Principe Park,Maurice Park,Fordham Landing Playground
La Cuevita Garden,South Pacific Playground,Southern Parkway,Cypress Hills Playground,Jerome Park,New Vision Garden
Lions Pride Playground,Brooklyn Bears Carlton Ave Garden,One Room Schoolhouse Park,Welcome Home Garden,Life Spire Garden,Battery Park City
University Woods,Bridge Playground,Centro Cultural Garden,Wave H/Perkins Botanical Grdns,The High Line,Northwest Promenade
"575 FIFTH AVENUE, New York, NY 10017",Trump Tower,Crystal Pavilion,"875 THIRD AVENUE, New York, NY 10022",Citigroup Center,Olympic Tower
Saratoga Park,Overlook Park,Youth Village Park,Waterbury Park/Bufano Plgd,St. Catherine's Park,Rodney Playground Center
Southpoint,President Street Garden,Daly Ave Garden,Dias Y Flores,Vinegar Hill Community Garden,W 104th Street Garden
Goldman Sachs,"40 BROAD STREET, New York, NY 10004","160 WATER STREET, New York, NY 10038",Wall Street Plaza,"100 WALL STREET, New York, NY 10005","180 WATER STREET, New York, NY 10038"
"108 FIFTH AVENUE, New York, NY 10011",Symphony House,"1155 SIXTH AVENUE, New York, NY 10036","50 WEST STREET, New York, NY 10006",One Eleven Murray Street,"420 FIFTH AVENUE, New York, NY 10018"
New York Helmsley Hotel,"101 PARK AVENUE, New York, NY 10178",New York Merchandise Mart,Paladin,"437 MADISON AVENUE, New York, NY 10022","780 THIRD AVENUE, New York, NY 10017"
Washington Bridge Park,Bridge Park,Highbridge Park,Henry Hudson/Pauls Park,Henry Hudson Park,Spuyten Duyvil Park
Montbellier Park,Harris Park,Cambria Playground,The Backyard,Big Bush Playground,St. Michael's Playground
Sailors Snug Harbor,Hero Park,132 St Block Association Park,Community Garden Association,John Golden Park,NY Botanical Garden/BX Park
Brooklyn Borough Hall/Park,Mw United Orient Grand Lodge,Graham Square Park,East New York Farms Garden,Brougham Cottage,Edgemere Urban Renewal Park
Martins Field Playground Addit,Little Green Garden,Little Bay Park,Red Shed Garden,Stanley M. Isaacs Park,Stanley M Isaacs Park
Churchill,Sovereign,"211 EAST 70 STREET, New York, NY 10021",Revere,Park Regis,Carlton Towers
Le Parker Meridien Hotel,1211 Avenue of the Americas,Marriott Marquis,PaineWebber,"40 WEST 57 STREET, New York, NY 10019",Millennium Broadway
Lemon Creek Park,Sh'ma Yisrael,Brooklyn Bears Rockwell Pl Garden,Hendrick I Lott House,CS 134 Community Improvement Garden,Cs 134 Comm Improvement Garden
Causa Festival Garden,Green Valley Garden,Kelly Street Park,Jerome Gardens,Ahearn Park,St. Ann's Block Association Garden
Halsey Garden,Leif Ericson Drive Park,Preston Community Garden,Blake Hobbs Playground,Hugh J. Grant Circle,Red Gate Garden
Bleecker Playground,White Park,Railroad Playground,Corporal John A. Seravalli Playground,J.J. Byrne Memorial Park,J.J. Byrne Playground
White Park,Corporal John A. Seravalli Playground,Bleecker Playground,Electric Playground,Sean's Place,Freedom Square
Hunts Point Riverside Park,Keltch Memorial Park,Mitchel Square Park,Taqwa Community Farm,Taqwa Commnity Farm,Varian House Pk
Grover Cleveland Playground,Junction Playground,Washington Market Park,Grant Park,West Playground,Beach 30th Street Playground
Shield Of Faith Garden,Laguardia Approach Lights Park,Family Community Garden,Umoja Garden,Martin Luther King Memorial Pk,Rodney Playground North Park
Belaire,General Motors Building,UNICEF House,"520 MADISON AVENUE, New York, NY 10022",Fifth Avenue Tower,Philip Morris
Douglaston Park,Douglaston Park,South Shore Country Club Park,Latourette Park/S.I. Hist Soc,La Tourette Park R-13,La Tourette Park
Manhattan Park Lawn,East River,Franklin D Roosevelt Four Freedoms Park,Furman St Tunnel/Pier 4,Brooklyn Bridge Park,The Battery
Garden Of Happiness,Garden Of Happiness,El Jardin Del Paraiso Park,El Jardin De Paraiso Park,Pirates Cove Garden,P.S. 186 Day Treatment Program
"265 EAST 66 STREET, New York, NY 10065","254 EAST 68 STREET, New York, NY 10065",Newbury,Delegate,Windsor,"45 EAST 89 STREET, New York, NY 10128"
Moffat Garden,Goodhue Park,General Hart Playground,Atkins Gardeners,11 BC Serenity Garden,One Room Schoolhouse Park
69th Street Pier,Bushwick Inlet Park,Shore Road Park,The High Line,Northwest Promenade,Valentino Pier
Underbridge Dog Run,Tribeca Dog Run,Hillside Dog Park,Sherry Park,Corlears Hook Park,Andrew Haswell Green Park
The Secret Garden,Community Garden,100 Quincy Street Community Garden,Frank White Memorial Garden,El Sol Brilliante Jr,Hattie Carthan Garden
Moore Homestead Playground,Heisser Square Park,John Mullaly Park,Mullaly Park,Jerome Playground South,Corona Golf Playground
Hudson Park,Hudson Park,Lemon Creek Park,Riverside Park South,Gen. Douglas MacArthur Park,Gen. Douglas Macarthur Park
Redfern Houses Playground,Mt Hope Garden,Harvard Playground,Lozada Playground,Crosson Greeen Park,Seaside Wildlife Nature Park
Earth People,Earth People,Harlem Rose Garden,I.L. Peretz Square Park,Hammock Grove,City Hall Park
Children's Garden,Children's Magical Garden,Morris-Jumel Ecological Education Garden,Morris-Jumel Ecological Garden,Mosaic Success Garden,Edith Garden
Rodney Playground Center,St. Catherine's Park,Henry A Whalen Park,Mahoney Playground,Robert Venable Playground,Robert E. Venable Park
Hart To Hart Garden,Jardin de la Roca,Clifton Pl Memorial Pk & Gard,Kennedy Playground,S.I. Community College Park,Rodney Playground North Park
Park  R-98,Ebenezer Wesleyan Garden,Bradhurst Ave Garden,Soundview Park,Jerome Gardens,Ida Court
Harry Maze Playground,Pratt Playground,Cherry Tree Park,Maple Playground,Belmont Playground,Rodney Park Center
Highbridge Park,Washington Bridge Park,Bridge Park,Ralph Demarco Park,Shore Road Park,Old Croton Aqueduct Gatehouse
Mother Cabrini Park,Freedom Square,Henry A Whalen Park,Dr. Martin Luther King Jr Park,Van Nest Memorial Park,Robert Venable Playground
Bronx & Pelham Pkwy,Brooklyn Marine Park,Locust Manor Civic Association,Prophecy Garden,Big Red Garden,Madison St Block Assoc Garden
Thomas Paine Park/Foley Square,Thomas Paine Park/Foley Square,Foley Square/ T. Paine Park,Bronx Communication Office,Major John W. Mark Park,Maurice Muller Park
Twu Park,Windmill Community Garden,Mcnair Park,Dr. Ronald E. McNair Playground,Ogden Plimpton Playground,Charlton Garden
30 Lincoln Plaza,McGraw-Hill,Deutsche Bank,One Lincoln Plaza,Cbs,Sheffield
Surfside Garden,Landscaped Area To Be New Park,Brisas Del Caribe,Brooklyn Academy Of Music,Pier 1,The High Line/Ems Station 7
Clifton Pl Memorial Pk & Gard,Leif Ericson Park And Square,Cedar Tree Garden,Macombs Road Park,Genesis Park Community Garden,Kennedy Playground
Crystal Pavilion,Trump Tower,Citigroup Center,"575 FIFTH AVENUE, New York, NY 10017","875 THIRD AVENUE, New York, NY 10022",Olympic Tower
"475 PARK AVENUE SOUTH, New York, NY 10016","110 EAST 59 STREET, New York, NY 10022","985 FIFTH AVENUE, New York, NY 10075",Carlton Park,East Winds,"220 EAST 72 STREET, New York, NY 10021"
Queensbridge.Park,Queensbridge Park,Transmitter Park,WNYC Transmitter Park,Greenpoint Park,Cadman Plaza Park
The High Line/Ems Station 7,Surfside Garden,Public Place,Graham Square Park,Landscaped Area To Be New Park,Brownsville Rec Center&Plygrnd
Epiphany Park,Sobel Court Park,Peters Field,Crosson Greeen Park,Marcy Green South,Mafera Park
Symphony House,"1155 SIXTH AVENUE, New York, NY 10036","108 FIFTH AVENUE, New York, NY 10011","50 WEST STREET, New York, NY 10006","420 FIFTH AVENUE, New York, NY 10018","1700 BROADWAY, New York, NY 10019"
Gen. Douglas MacArthur Park,Barrier Playground,Hudson River Park,Hudson Park,Broad Channel Park,Gorman Playground
Ebenezer Wesleyan Methodist Ch,Jardin De La Familia Garden,Harmony Park,South Pacific Playground,Southern Parkway,La Cuevita Garden
Ingersoll Houses,Sunrise Hill Park,Tompkinsville Park,Printer's Park,Taqwa Community Farm,Taqwa Commnity Farm
Edgemere Urban Renewal Park,East New York Farms Garden,Magic Garden,St. Nicholas - Olive St. Garden,St Nicholas-Olive St Garden,Brooklyn Borough Hall/Park
Harvard Playground,Crosson Greeen Park,Broad Channel Park,Collyer Brothers Park,Spargo Park,Mt Hope Garden
Whitney Museum/High Line,Hunts Point Market,Pier 86- Intrepid,Havemeyer Garden,Duffy Square Park,Brooklyn Academy Of Music
Generation X,Pier 86- Intrepid,Baruch & Baruch Addition HSes,Grand Ferry Park,Whitney Museum/High Line,Bryant Park
Cuyler Gore Garden,Playground,Schmul Park,Thomas Greene Playground,Aqueduct Walk/Barnwell Square,Aqueduct Walk
Milestone Park,Cadman Plaza Park,Ralph J. Bunche Park,Mitchel Square Park,Mount Eden Housing,Tremont Park
Hope Ballfield,Alabama Avenue Playground,Breukelen Ballfields,Mapes Avenue Ballfield,IS 2 Playground/Midland Field,Rainey Park
811 Family and Friends Garden,Rivercross Lawn,James Madison Plaza,Montefiore Square Park,Conrad Grauer Field,Steeplechase Park
Las Casitas Community Garden,Coney Island Boat Basin,El Garden,Joseph Daniel Wilson Garden,Harris Garden,Sugar Hill Garden
Landmark,Corniche,"101 PARK AVENUE, New York, NY 10178","220 EAST 72 STREET, New York, NY 10021",Park Towers Medical Plaza,"300 EAST 34 STREET, New York, NY 10016"
Carlton Towers,Revere,"300 EAST 74 STREET, New York, NY 10021",The Nash,1 Dag Hammarskjold Plaza,Marlborough
Kimlau Square.Park,Steeplechase Park,James Madison Plaza,Brooklyn Bridge Park,Furman St Tunnel/Pier 4,NYC Aids Memorial Park
Peck Slip Park,Blake Hobbs Playground,Jerome Gardens,Mary O'Connor Playground,Positive Seeds of Life Garden,South Battery
Havemeyer Garden,Public Place,Landscaped Area To Be New Park,Change Garden,Whitney Museum/High Line,Cooper Square URA
Concorde,Two Penn Plaza/Madison Square Garden,Toulaine,"211 EAST 70 STREET, New York, NY 10021","230 WEST 27 STREET, New York, NY 10001",Kenilworth
"980 FIFTH AVENUE, New York, NY 10075",Fairmont,Laurence Tower,Wellington Estates,"265 EAST 66 STREET, New York, NY 10065",Caldwell
PS 84 & Playground,Jhs 68 And Playground (Jop),Henry Garnet Garden,PS 5,Success Garden,PS 14 & Stapleton HSes Playgd
Juniper Valley Park,Harold Ickes Playground,Fort Independence Park,Murray Playground,Col. Young Playground,Lincoln Terrace / Arthur S. Somers Park
Genesee Park,11 BC Serenity Garden,Our Little Green Acre/garden Eight,Atkins Gardeners,Upon This Rock Comm Garden,Harding Park
Islington Pond Park,Crescent Beach Park,Crescent Beach Park Addition,Crescent Beach.Park,Manhattan Beach Park,Pier 4 Park
Van Voorhees Park,Rappaport Playground,Colgate Close,Bayswater Park Addition,Bayswater Park,Alexander Hamilton Square.Park
Human Compass Garden,Clifton Pl Memorial Park and Garden,Samuel N. Bennerson 2nd Playground,Fishbridge Garden,College Point Industrial Park,Hugh J. Grant Circle Park
Field Of Dreams Park,Liotti Ikefugi Playground,P.O. Reinaldo Salgado Playground,Yellowstone Park Addition,Yellowstone Park,Castle Hill Houses Playground
West 104th Street Garden,Sumpter Community Garden,97th Street Block Association,First Temple Of David Park,Sound View Park,Squibb Park
"59 MAIDEN LANE, New York, NY 10038","55 WATER STREET, New York, NY 10041",Barclays Bank,Financial Square,Millenium Hilton Hotel,Libya House
"100 WILLIAM STREET, New York, NY 10038",J.P. Morgan,Sony,Two Federal Reserve Plaza,"575 FIFTH AVENUE, New York, NY 10017","650 FIFTH AVENUE, New York, NY 10019"
6BC Botanical Garden,Kenkeleba House Garden,La Plaza Cultural,La Plaza Cultural Garden,El Sol Brilliante Jr,Imani II Garden
Bronx River Parkway.Park,Sparrow's Nest Community Garden,Laguardia Landing Lights Park,Pueble Unido Garden,Alice Kornegay Triangle,Livonia Park
Stars Of Hope,Mckinley's Children's Garden,McKinley's Children's Garden,Maple Woods Park,176st Street Community Garden,Campos Garden
Lawrence Virgilio Playground,Newtown Playground,Corlears Hook Park,Thomas Jefferson Park,Recreational Area,Father Macris Park
One Bankers Trust Plaza,"77 WATER STREET, New York, NY 10005","55 WATER STREET, New York, NY 10041","100 WALL STREET, New York, NY 10005",Financial Square,2 New York Plaza
La Tourette Park R-13,South Shore Country Club Park,Douglaston Park Golf Course,Douglaston Park,Macombs Dam Park,Dyker Beach Park
Vidalia Park,West Farms/Vidalia Park,Westerleigh Park,Ewen Park,Maria Hernandez Park,Tribeca Dog Run
"685 THIRD AVENUE, New York, NY 10017","745 SEVENTH AVENUE, New York, NY 10019",Galleria,The Harmony/David Rubenstein Atrium,Park Avenue Plaza,New York Palace Hotel
Belmont,Waterford,Trump Plaza,"401 EAST 80 STREET, New York, NY 10075",Dumont Plaza,St. James Tower
Dr. Gertrude B. Kelly Playground,Hunts Point Market,Park Strip,Park   R-100,St Marks Block Assoc Garden,River Garden
Madison Green,Madison Belvedere,Saratoga,International Plaza,America,Highgate
Windmill Community Garden,Cypress Hills Change Garden,Simeone Park,Twu Park,Neighborhood Community Garden,Washington's Walk
