Name,address,summary,long,num_ratings,zip,photo,lat,reviews,boro,rating,amenities,type,hours
Rio,304 East 65 Street,The entry to this residential plaza roughly 70 feet east of Second Avenue on the south side of East 65th Street doubles as the entryway to the residential highrise eliminating the question whether building residents and members of the public will see each other and coexist The central corridor is defined by a minimalist purple columnbeam structure bearing a glass canopy Flanking the corridor are angled brick ledges perfectly sized and positioned for sittingWhere the canopy doglegs to the front door the remainder of residential plaza extends forward Immediately ahead is a delicate waterfall and a rounded shallow pool decorated with a naturalistic abstract stone sculpture and surrounded by a metal rail Further south is a small area bordered to the east and south by a skillful melange of trees shrubs and groundcover limned with more zigzags of sittable brick ledges A wall of translucent glass bricks in purple frame marks the rear,-73.961457,,10065,https://apops.mas.org/wp-content/uploads/2012/10/304-East-65th-Street-Rio.jpg,40.76394,,Manhattan,,"Bicycle Parking: Primary Space: 5 spacesDrinking Fountain: Primary Space: 1LightingLitter Receptacles: 2.3 cubic feetPlanting: Primary Space: 360 sf required, 515.2 sf provided; Visual Residual Space: 1,190.2 sfPlaque/SignSeating: 30.4 linear feet including 3 lf with backs required, 60.5 lf including 6 lf with backs providedTrees on Street: 6Trees within Space: Primary Space: 3Water Feature: 300 sf required, 301.7 sf provided",POPS,Restricted 
Bayswater Park Addition,Norton Drive,,-73.772646,183,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5344&photoreference=CmRaAAAAYPbJRDTnLCTjavCjv1Z5u0pvO_3iKx9Ji6uOj-efr9yDH81hM9rlp75suPCQWFBKbYgLrYZyoxy58mzGgUWPLAuCRHAZlpJqegFeUXkIGfrXQP0-gZZt-EOBQKpsg7RrEhCfSiAuRKFmpWGqi355LE6UGhRtNLYNiJ2uimnC22XWp1b56IUmoQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.600358," /AUTHOR: WE LOVE ALL ANIME /RATING: 4 /TEXT: I rate this 4 stars because its a good place to hang out but they should put more big kid swings because a lot of kids fight over the swings. /AUTHOR: Safwa Saidi /RATING: 5 /TEXT: Very nice. Just got renewed with a water fall and slides. /AUTHOR: LaShonda Rice /RATING: 5 /TEXT: Nice park not to big. Great for the summer. Newly renovated as a spray park. Great place for my doll photoshoot. However no soap or paper towel /AUTHOR: Elisabet Colon /RATING: 5 /TEXT: I love this park,I take my children here all the time ,it's safe and fun . With alot of activities to choose from . They also have public bathrooms which are clean I have recommended this park to other moms /AUTHOR: Florence Cantave /RATING: 4 /TEXT: Love the renovations.",Queens,4.2,,Community Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Fd Roosevelt Boarkwalk & Beach,Fr Capodanno Blvd,,-74.085068,0,10305,None Available,40.572253,None Available,Staten+Island,0,,Park,unknown
Stanford,45 East 25 Street,Although the open space behind the golden gate and its spearshaped finials west of the Stanford is tantalizing the plaza only includes the strip of extra sidewalk in front of the gate and the building on the north side of East 25th Street between Madison and Park Avenues Bisected by the golden gate a brick planter ledge on the street side is available for seating,-73.986164,,10010,https://apops.mas.org/wp-content/uploads/2012/10/45-East-25th-Street.jpg,40.742024,,Manhattan,,No required amenities,POPS,24
Alley Pond Park (Q-1),223 Street,,-73.756032,1227,11364,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAP4Go4DbNikkOIz-54ulAgTFPG3w-hY37MxpT8DpzZJP3S7eyPMnCrtX56dJrqCkIrhyJRGQA0kliY16tUGFEtwqyLgqh7n_SsYEtIVT6KvDDGaABfKVxy3Kx2i28Zl5TEhCWDN4c2Nd_veK1VJwITVcfGhTR1Ie490hLswwQZRp9FMlIkppFjg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.760803," /AUTHOR: Lucy /RATING: 5 /TEXT: Beautiful park. Just be in the open space makes me happy. There are trails that connect, if I am not wrong, to another park. The picture shows one of the entrance to the trails. Spring time and summer time the trees are so beautiful. A very nice walk if you take the trail during the summer time. /AUTHOR: Kim Denizard /RATING: 5 /TEXT: I loved the extended deck feature of the pond. It allows for you to walk out into the middle of the pond on a suspended deck. There is a trail if you are into hiking. The atmosphere was very serene, it wasn't crowded and there is even an indoor area where you get to see turtles and birds. It was actually pretty awesome. I would go back. /AUTHOR: Tasnuva Tasnim /RATING: 4 /TEXT: Nice place to take a stroll or hop on a bike and take a ride around. Looks more beautiful in seasons other than winter. The trail takes you around the whole place so there's less chance of getting lost. There's a play area for kids. Older people can enjoy this area too.  Big area for car parking. Entrance is wheelchair accessible. /AUTHOR: Steven Krohn /RATING: 5 /TEXT: An awesome park and one of my favorites.  It's a must visit whenever I am in the area.  Lots of young people which is always a good thing.  Great trails also. /AUTHOR: Deepthy N /RATING: 5 /TEXT: Basically my childhood! Fun and enjoyable basically for all ages. There's a  park for the kids and a tennis court and open fields and tracks! It's honestly endless.  Would recommend to not go by yourself at night.",Queens,4.5,,Community Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Harvard Playground,90-73 179 Place,,-73.78156,11,11432,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1536&photoreference=CmRaAAAABRjLQkk3EkVZjdPChKBy-oy1SH-_r7276RUI4ELo7FaVreGm4Qv-CPTBukqWUc16Q3adx1HGUb_tuh9luSuXGvIEssMyvVVBOcXnVApdVmrJ3nefQKT3pVM6NTh6xGmwEhBvJJrGFFEewt8JwJxxSGk7GhTNA_vgFay3BZdwVal68DHUqi6IvQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.70912, /AUTHOR: MYSTalt /RATING: 4 /TEXT: Not bad. /AUTHOR: eric dab king54 /RATING: 4 /TEXT: Great park /AUTHOR: Popcorn HH /RATING: 4 /TEXT: Nice park /AUTHOR: ander 900 /RATING: 2 /TEXT: PequeÃ±o /AUTHOR: Nathaniel Smith /RATING: 5 /TEXT: ,Queens,3.6,,Neighborhood Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Community Garden,433 Cleveland Street,,-73.884083,3,11208,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2268&photoreference=CmRZAAAAXJ0boMbhATAOoOMrjwiX5twZTlCUvvuTYdpAbmVypKYhq-Y8WYt8n9llV1yTvlORbj6vC6Jo9-LsuL9A1R0QadhxhIrd7dv0JXIeCD9HX7EoxeJra7PtAp3sHipmOV5gEhD9AZd7c-qIBIrNweSYw8rWGhRg4brFOezdFtse45yyH8O6vAA0BA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.674195," /AUTHOR: Alexpx ThreeTen /RATING: 5 /TEXT: A charming peaceful oasis surrounded by the Brooklyn bustle.  Thank you for sharing, garden members! /AUTHOR: Banessa M /RATING: 5 /TEXT: Beautiful garden. /AUTHOR: Chloe Schoepflin /RATING: 5 /TEXT: i ate chicken in this garden with my friend and we enjoyed it very much, very beautiful and lush",Brooklyn,5,,Community Garden,unknown
PS 140 & Playground (Jop),178 Rivington Street,,-73.983774,0,10002,None Available,40.719148,None Available,Manhattan,0,,Park,unknown
Reinhard E Kaltenmeier Plgd,Virginia Avenue,,-74.06868,21,10305,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1663&photoreference=CmRaAAAApp5PGuY8aOUc3FRlFErxC_nK4WtERHKZWwxdTSMl7sv7k94uJ70LhwQ6wgucxST7ljo9BEMAxH26vzqJQvxTIbGiLvHinGqPKYEt6Ms4SRIAjGVNnaL8tCaPij3L8jqwEhA2-zIwNdCNoxjJ38m96lp_GhRTR5o4pDa54PuElm1-3UylLq2euA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.614693," /AUTHOR: Michael lee Weng /RATING: 4 /TEXT: Great park /AUTHOR: Maria Rosa /RATING: 5 /TEXT: I loved it. /AUTHOR: Kevin Snagg /RATING: 3 /TEXT: Cool little park for the kiddies, swings, basketball court, jungle gym as well for smaller kids 3-12 or so /AUTHOR: Jessica Statile /RATING: 4 /TEXT: Always clean not many structures for kids to play on /AUTHOR: Kayla Burgos /RATING: 5 /TEXT: Been going here since a kid",Staten+Island,4.2,,Park,unknown
Damrosch Park,60 Lincoln Center Plaza,,-73.984994,345,10023,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAA1XZ5hP-FO1UNafV2P_3mfJhGsO0GW0_EOCpHzDcLX-qk8w43qrxNiVWDtB23rzX3bafp1dfEOlt4whJhO26WlAeFkOrLwjBgnYPCA9uJxlsi4iRld4cUl7DVf_9S45-TEhAQd_yHR09xyVl1HUmecnS3GhSHKxBnYgHBpsB2vWvOK8YS-NsBmA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.772213," /AUTHOR: raphaela waefler /RATING: 5 /TEXT: Big Apple Circus is a highlight each year. We love that it is in a real tent and every seat in the house is very good, even if you get the once in the very back. The acts are class, the they still have animals like horses, dogs and sometimes pigs and the new clowns are hilarious as well. Long live the circus! /AUTHOR: Annlex Arriagada /RATING: 5 /TEXT: Had such a great time , my girls and husband loved the circus. This was my youngest first time at the circus, they had a blast. Tickets were 20 dollars seats were great . You can sit anywhere and see the ring easily. /AUTHOR: Dan Digennaro /RATING: 5 /TEXT: Just another great beautiful, not thought of part of Lincoln Center.When the circus is not there, it is a great place to sot and enjoy a drink or bite to eat at one of the many sitting areas. Most sit at the fountain, I sit here. /AUTHOR: Ruth Rivera /RATING: 4 /TEXT: Awesome experience at the big apple circus. Staff was wonderful. Even helpful with special needs children. A wonderful family fun activity /AUTHOR: Ruth Rivera /RATING: 5 /TEXT: Awesome!! Beautiful performance. Perfect for the whole family. Guest services excellent too. Very friendly towards kids and special needs children too.",Manhattan,4.6,,Community Park,unknown
Morris-Jumel Ecological Garden,455 West 162 Street,,-73.939086,3,10032,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAA6Eqaz5OIuqSKhMFDONvZ8GHR-5QBlMRzyOx6pVwMsQmLx2I9Tma64QXLnv91tMzFS9aCKtBi6qrJIet6_6Mf1bSb-qMMQqD7P8-1-PkzNypcWLdp7nGqSvqNkV7UgThpEhAjiW2MKQy0F_tE0puS4Qu4GhSTig_xX1NdXchol3I7B1gKDa399g&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.835752," /AUTHOR: Alexander Munoz /RATING: 5 /TEXT: A lovely GreenThumb garden in Washington Heights. Come visit. /AUTHOR: Nijah Mcclain /RATING: 5 /TEXT: Beautiful relaxing space , friendly, and peaceful  /AUTHOR: J Thorne /RATING: 5 /TEXT: ",Manhattan,5,,Community Garden,unknown
Osborn Playground,1461 Linden Boulevard,,-73.905946,38,11212,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAATskQl7WvtGw6MenHRcRJBI87C19Csheuc2E4fPinTLtOL2Z4KYhhRNclCpRK04Wp1wG4BEDgxErYYsrhimK_tOSBB5Gl72qUnUCuPOQseH98VJPGk9kOvUhW9ddS080OEhBg-Ju9YNnolzr59DIr-A-1GhSEAvFjOWOcTpOQUoCUonDes0RzXw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.655738, /AUTHOR: Linda Ortiz /RATING: 5 /TEXT: Love this small cozy park. They have activities for kids and sprinklers. 2 exits and cant lose track of your kids as long as u watch them. /AUTHOR: Thomas Clay /RATING: 1 /TEXT: Dirty...lots of flies in the summer..and a big ole puddle when the sprinklers turn on due to the concrete having pot holes in it which attracts them..kids are not the friendliest unless u know them..take your lil ones somewhere better /AUTHOR: Daniel Brooks II /RATING: 4 /TEXT: If the Bathroom wasn't flooded would be a great park /AUTHOR: Aalliyah allen /RATING: 5 /TEXT: Nice playground /AUTHOR: Parris Jonstone-Edwards /RATING: 5 /TEXT: Clean fun for the kids,Brooklyn,3.8,,Neighborhood Park,unknown
Addition To Ft Washington Pk,Riverside Drive,,-73.933781,446,10034,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1800&photoreference=CmRaAAAAr4-3D8o6tJoaXTU7cn3MRdjPOvEbDRxmmoXAMQiJRvbAZFcF3SvahsTLV39wU6srLXjvGIhsxo2uzB8aIEI5e7BsgJJjOrM9A-iRa8fxQEDvvlw0dslcvLYfY6YkydzCEhB6e9Vt44rsLoucqBPQPfXnGhQjlE2pmCMLOffcxCNWE-hdK02scQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.86535," /AUTHOR: Marie E. /RATING: 4 /TEXT: I would give 5 stars if there signs that would prohibit walking the dogs on the grass. People and children like to sit on the grass, but dogs use do their necesities there. There's a dog area! /AUTHOR: Andy Caba /RATING: 4 /TEXT: Accessible park with great view of the GWB and plenty of playground for kids. /AUTHOR: General Hospital Swag Team S /RATING: 5 /TEXT: Good to sit and relax when the day is not going well..... Also to get away from family too only when there's a problem /AUTHOR: Julia Bovenzi /RATING: 4 /TEXT: Great neighborhood park. Big play area, sand area, and large water feature in the summer. /AUTHOR: Josie P. /RATING: 5 /TEXT: Great park with a beautiful view of the George Washington Bridge and the Hudson River. The park accommodates everyone and it's dog-friendly. They have an area just for your dog to play and interact with other's dogs. I love that the children play area is separated and it only has 2 entries for the children play area. I just wish the swings be more practical and easy to put in and take out your child without the shoe getting stuck, but that's not parked fault but the NYC Park.",Manhattan,4.5,,Park,"['Monday: 6:00 AM â€“ 11:00 PM', 'Tuesday: 6:00 AM â€“ 11:00 PM', 'Wednesday: 6:00 AM â€“ 11:00 PM', 'Thursday: 6:00 AM â€“ 11:00 PM', 'Friday: 6:00 AM â€“ 11:00 PM', 'Saturday: 6:00 AM â€“ 11:00 PM', 'Sunday: 6:00 AM â€“ 11:00 PM']"
PS 125 Playground,413 West 123 Street,,-73.955726,0,10027,None Available,40.81079,None Available,Manhattan,0,,Community Garden,unknown
Hattie Carthan Community Garden,700 Marcy Avenue,,-73.948541,24,11216,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1836&photoreference=CmRaAAAArcPRBBag7wrfWqIuIiBc8_XpfnbMWan21Y2-3wdBuEvoezQJMWF5nA2kEk779vpA17QPjF4-T2S4m76KgaDQxNJ_kFsTKLLXBXA94MfZb_wqFEVbFmoCedk8o3JJjQ0BEhDTxcH9PHvgIBLkxys7iMXNGhSI0iUnmwxBcOaqRD6GabgWrvhczA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.689819," /AUTHOR: Qi 720 /RATING: 5 /TEXT: The Hattie Carthan Community Garden has been ""the lungs of the City"" for years! Today Tracy Morgan & TBS sponsored a magnificent luncheon/ garden party to start the opening of the season! It was absolutely amazing. Everyone should stop by the garden and check it out and/or volunteer. /AUTHOR: Jessie Curry /RATING: 5 /TEXT: It was a great turnout the food was good the politicians was there they had a lot of good things to say now the waiting process and see who's going to do what they say they're going to do /AUTHOR: Jade Zeller /RATING: 5 /TEXT: This garden is gorgeous!! Farmer's Market every Saturday until stuff is sold out. Fresh herbs, tomatoes, mushrooms, kale, garlic(it's so good!) And so much more. Fresh eggs from their chicken coop are reasonably priced. Their actual garden is huge for a city garden and perfect place  to bring children!! They can learn a whole bunch. Also, extremely easy to get to by subway or by bus! /AUTHOR: ADONIS XAVIER /RATING: 5 /TEXT: NICE. BEAUTIFUL EVEN HAS LIVE CHICKENS /AUTHOR: Ruby Olisemeka /RATING: 5 /TEXT: Communal gardens offering hyperlocal,  organic food & herb medicine; healing space",Brooklyn,4.8,,Garden,"['Monday: 8:00 AM â€“ 6:00 PM', 'Tuesday: 8:00 AM â€“ 6:00 PM', 'Wednesday: 8:00 AM â€“ 6:00 PM', 'Thursday: 8:00 AM â€“ 6:00 PM', 'Friday: 8:00 AM â€“ 6:00 PM', 'Saturday: 8:00 AM â€“ 6:00 PM', 'Sunday: 8:00 AM â€“ 6:00 PM']"
Halsey Garden,462 Halsey Street,,-73.935662,0,11233,None Available,40.683205,None Available,Brooklyn,0,,Garden,unknown
Carroll Park,375 Court Street,,-73.995475,267,11231,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAALHyfqXgEZx9XOaJSTcYurAHWRUzC6JBV99m5Rgt9Vf5E7evfk9ZpdrhCjGsH7Cosnb0HmPhQ1DStG7O8Jtp_vz91mCffXruLQZJsWTFs8a24R_f4P4swLr4btxk9FoYuEhCH6xMZQ3H2FmJdOTrTKWjEGhS3XY4Z9c7DAaWW3rZlvxB437Z9Eg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.681099, /AUTHOR: Kevin Jones /RATING: 5 /TEXT: Centrally located in Carroll Gardens.  Lovely park to stop and have lunch in with plenty of benches.  It's always crowded with families.  Integral part of the community feel big time.  The trees are big and awesome.  This place during the summer afternoon feels great. /AUTHOR: Remya Thomas /RATING: 4 /TEXT: Park is well maintained and spacious.  Definitely could use more swings as the little ones had to wait a long time. /AUTHOR: Sidney Meyer /RATING: 5 /TEXT: Great local park.  Good for kids. On street  parking. Has bathrooms for emergencies only. Use the rite aid across the street /AUTHOR: sharkkoi /RATING: 5 /TEXT: Nice place! They removed a swing which was sad but I've been coming here since I was 1 lol Very good for morning strolls /AUTHOR: Ophir Auslaender /RATING: 3 /TEXT: Too easy for kids to end up in the street.,Brooklyn,4.3,,Neighborhood Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Continental Towers,301 East 79 Street,The main plaza space is at the back of the residential building on the north side of East 79th Street east of Second Avenue Up eight steps from the sidewalk is a barren rectangular area paved in concrete with numerous small wooden planters scattered about in a desultory pattern No seating is providedAn additional public space here is the plazalike park a extension jutting northward from the building into the face of East 80th Street east of Second Avenue As described by the owners lawyer before the Citys Board of Standards and Appeals Instead of utilizing the fingerlike projection on the south side of East 80th Street as a garage entranceexit ramp the lot area occupied by the fingerlike projection is developed as a plazatype park The idea was interesting but the execution flawed At a recent site visit the entrance to the plazalike park from East 80th Street was fenced off and the space behind the fence was full of garbage No record of City approval for any changes to the plazalike park requirement have been found The remainder of plaza space is extra sidewalk in front of both Second Avenue and East 79th Street sides of the building,-73.954245,,10075,https://apops.mas.org/wp-content/uploads/2012/10/20121205_301_E_79.jpg,40.773327,,Manhattan,,"LightingLitter Receptacles: 2Planting: 37 planters, 12 greenscreen columns with vine plantingsPlaque/Sign: 1Seating: 10 benches containing 20 seats with backs, 16 fixed chairs at tablesTables: 4 with checkerboard topTrees within Space: 4",POPS,24
