Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Dante Park,4.2,40,10023,79018,1897 Broadway,Manhattan," /AUTHOR: Mr XP /RATING: 3 /TEXT: A cute small park right in front of Lincoln Center. It's too noisy with busy traffic, so not ease to truly relax there. Walk across the street can find much quieter outdoor public space at Lincoln Center. /AUTHOR: SUSAN CARPENTER /RATING: 5 /TEXT: A lovely place to sit and watch the world go by enjoy!! /AUTHOR: Gary Rinelli /RATING: 5 /TEXT: Nice place clean safe /AUTHOR: Sebas /RATING: 4 /TEXT: Its little but nice place to relax. /AUTHOR: Lorraine Muir /RATING: 5 /TEXT: Loved the space",40.771809,https://www.nycgovparks.org/parks/dante-park/,-73.982544,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4000&photoreference=CmRaAAAAz0eF6Ny9rh6QPU0YFxF05Nw3-ZALpVHxhF5kn3yyFiksH0lXkXfHX0bz-j9_BFSg87fpycrLpOk1s1bscAOFl72MV0uS-2o14Vpbt5ZnA9iafk4ZZf2vnZAPdJ1Wf3NLEhChb4mirIOa1-dGB1LO5IaDGhQ6VdOBhshwhfikncDwN_Fvz4PpCg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
De Witt Clinton Park,4.2,365,10019,115597,641 West   52 Street,Manhattan," /AUTHOR: Frances Acuna /RATING: 5 /TEXT: Great park/playground right by the West Side Highway. My son not only loves the playground, but also climbing on the huge rock formation there and watching the dogs play at the dog park! Clean and pretty well-kept. /AUTHOR: Devin McLaughlin /RATING: 5 /TEXT: A little afternoon rest in a day of sightseeing is made better when you add dogs. This cute little park on the Hudson is a great spot to sit and sip a coffee while watching the pups at play. Almost too cute to handle. /AUTHOR: C P61 /RATING: 5 /TEXT: Great place for dog park.. Or to play softball, football, soccer. For adults and kids. But be careful, at other end of park. Shady teens smoking marijuana, and getting high. /AUTHOR: Rian Daci /RATING: 5 /TEXT: Has a great basketball court,amazing place to practice or play with your friends or a pickup game and has a great baseball field for you baseball fans /AUTHOR: Lilah Mejia /RATING: 5 /TEXT: Had a great day at this field, would definitely come back again.",40.768198,https://www.nycgovparks.org/parks/de-witt-clinton-park,-73.994636,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4160&photoreference=CmRaAAAAJyECsLHSAuTb6FKS0U8zuCPmNPlWtL35vwKWFABcditpnuFGfhTNnfVANEOkz6el5K7OgJnnRnYrX8FxEV9m7p7OO5YNS4Us2-MRGRxnrn5ETPSJcOtPRDkc9Z3gl4LREhBNM7AHSvLejpGQ1Ugen4XsGhSszOMG_vK5BQBRhqjf84ttFz62pg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Neighborhood Park
Stanley Isaacs Playground,4,56,10128,160875,,Manhattan," /AUTHOR: Grizzly /RATING: 5 /TEXT: Great basketball court, roller hockey rink is good with lights for night games, small area for little kids is decent. Bathroom is like a well built porta potty but it serves it's purpose. And access to the East River Walk way is great to end the day. /AUTHOR: La Keesha Taylor /RATING: 4 /TEXT: The play equipment is made for very young children. The prize is the hockey rink! My sons love to run around in it or play a ball, but the best is when they can ride their scooters! My soon to be 4 still fits in the swing which he loves. Unfortunately they have changed them to the hard plastic so this won't last much longer. /AUTHOR: Arthur Osokins /RATING: 5 /TEXT: What a view. New York. You will always like to see this. Place for running along the east river and just for walk. /AUTHOR: Maurice Garrick /RATING: 3 /TEXT: Great place to enjoy a nice day outside.Really clean /AUTHOR: Arturo Gonzalez /RATING: 3 /TEXT: THE NYCHA BEAUTIFUL PLACE.THE BARRIO,EAST HARLEM !",40.783086,http://www.nycgovparks.org/parks/stanley-isaacs-playground,-73.944366,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAARJM7le38k83K8MRSQ8Eu9Sg0OkFYQxyKfMwVbL-vCBsm4GwwHs6qXqbVekUcSEPl9B7UQhBUw6PYMbkuAivmPHNeLvRqm7BUrqby2Ef5_2cE-Q2K2eNA34Kdm9uJK3GUEhBnr55yb9gzTZkUnbOl8VgvGhSxD2c02JdKrsez8WLa1eXjUF_vcg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Neighborhood Park
Future Amusement Park,4,501,11224,160308,12 Street,Brooklyn," /AUTHOR: Jenna Shoulder Chip /RATING: 3 /TEXT: Oh how I miss when this was Nellie Bly! Definitely a place for nostalgia, I'd be curious to know where the discarded rides went. Spaced out workers and multiple safety hazards. Nice trip down memory lane but I wouldn't bring my children. /AUTHOR: herman greenstein /RATING: 3 /TEXT: (Never been there.) I hope this park doesn't turn out like the Adventurers Inn park that was in Flushing, Queens, on or near Linden Street(or Boulevard; so long ago I don't recall just where). Someone got shot there, and people just loved to throw lit M80 firecrackers(that is what it sounded like) in the garbage. /AUTHOR: denise geigel /RATING: 4 /TEXT: My kids loved it. Cool rides. Affordable tickets /AUTHOR: frankie footer /RATING: 3 /TEXT: It's good cause it's convenient, got really expensive. Which is a downer cause it was more affordable I would probably go a lot more.. Wish there was an option for a  bracelet for unlimited rides ... I been going here since i was a baby and i hate the lay out now. The train doesn't even go around the whole park anymore which sucks.... I used to love the old fun house they use to have in the back of the park.... /AUTHOR: Hughie Boss /RATING: 5 /TEXT: Old style fun. A blast from the past. The merry go round boasts Italian  hand crafted horses nearly impossible to reproduce today.",40.573696,http://www.adventurerspark.com/,-73.979676,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAA2gSLlA7_upPTIjEjqlls0qkcEagmm61Dz_p4V9ZRpzvXZ8AzvVy_m2cCvOfXF2PibhOKi8z1Z_FjxQgP1pmBKfdOt0-zpPoYpG4eRmfoTz5oRln3ob5k3O8-TW64mtLpEhCNNAqmdKMvjNv6kPoOr3iMGhTGldwMiS4yyasY2qANAcqeuBeIuQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 11:00 AM – 5:00 PM', 'Sunday: 11:00 AM – 5:00 PM']",Park
Throgs Neck Park,4.3,87,10461,39785,Bruckner Boulevard,Bronx," /AUTHOR: Joseph Tucci /RATING: 3 /TEXT: I dont understand why the Parks Dept wont make this place more useful. Maybe level it off some, put a soccer field or something.  They actually eliminated a huge grass area. I guess the 20 people that like this unused park, are more important than the hundreds of kids that could potentially play sports up there. /AUTHOR: Camille Campagna /RATING: 4 /TEXT: i like it i jyst wish there was a fence to where the wa ater leasds /AUTHOR: Christopher Dieckmann /RATING: 4 /TEXT: Apparently my fancy new phone was to embarrassed to admit to spending the night in Edgewater Park after being forgotten in my friend's car.      Nice park though as well great use of the space without shoving as many condos as the building code will allow. /AUTHOR: Fraylin Bonilla /RATING: 5 /TEXT: Honoring the fallen brothers and sisters who help make this country free...you know until people like the trumpster /AUTHOR: billy Cinotti /RATING: 2 /TEXT: No playground, it is the only park in Throggs Neck and it has no playground",40.833979,http://nycgovparks.org/parks/bicentennial-veterans-memorial-park,-73.828034,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAA38YDlI1kEbptAGroh9gjZADBBxQePdYRVucqBWR9V4tWL3sJweLxpAU8iUsXQOC70p87GyVV7htxvW-ntGZouTm_A7lDlkxAODOr6zxN0gUjQC3jNpkFUTB_t_MScWWSEhAy8pyn1u5yOz15yPo6iVRLGhRRVnDtFyruFCJoNafedIUzYRRzuQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Park
Astoria Park,4.6,3576,11105,107606,20-80 Shore Boulevard,Queens," /AUTHOR: Juleece Miller /RATING: 5 /TEXT: It's a nice big park next to a open lake. Plenty of room to let the pups out to play. Nice view, squirrels,  a park. A trail for walking and riding. A nice quite relaxing park. /AUTHOR: Elizabeth Gomes /RATING: 5 /TEXT: Favorite summer spot for a nice walk, swim, and clean. Very nice for couples and or families to just be out and have a good time. Parking lot available and street parking. /AUTHOR: Christina /RATING: 3 /TEXT: The Safe Disposal event was held here and it was chaos. There is really not enough space. I have attended this event regularly and Citifield and Cunningham Park are better venues. /AUTHOR: Will Brennan /RATING: 5 /TEXT: Best park in all of Astoria.  Currently undergoing some massive renovations to the track and soccer field, but overall still amazing. Great views of the city and one of my favorite places to go in Astoria!!! /AUTHOR: Sunshine NY /RATING: 5 /TEXT: Good place to enjoy with your family  for the whole year but  they made some changes with one way! it looks  a little narrow  and crowds with bicycles lane. If you want to get there by car, you need to go to Ditmars Blvd. Summertime;  barbecue,  the swimming pool opens from the end of June and closes Labor Day. The pool is FREEEEEEEE! !",40.784616,https://www.nycgovparks.org/parks/astoria-park/,-73.917167,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1827&photoreference=CmRaAAAAwMP4_6uwwIX8ad_GC906lsQFos_SFW5ooJUJTmWmrk7uL6QgcOBTsW5Ost3GLxgHOD5ACW1hYku9oSyfsYxAzHSxGEF15Cq5I7AnRxjMMm6v09HYQa0ll5dPQNvZvZXxEhAjhGoqhIoBkYU2V2ZhGDtUGhQr1lrh7nL4N3wqpUSg85ZzjT9byA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Park
Carter G Woodson Childrens Pk,0,0,11212,165462,114 Belmont Avenue,Brooklyn,None Available,40.668841,None Available,-73.906074,None Available,unknown,Park
Freshkills Park,3.8,147,10312,134273,Arthur Kill Road,Staten+Island," /AUTHOR: Angel Columbus /RATING: 5 /TEXT: Excellent option to go for a different adventure in New York. I been visiting and seeing the improvement they are making in this former landfill. It's impressing and very promising for the future generations of the Tri-State area.  I already have found memories here.  If you feel adventurous and have a spare time don't miss out and visit the park whenever they have openings. Make sure to subscribe to the email newsletter for info about the park and future activities. /AUTHOR: Michael Roth /RATING: 1 /TEXT: It might be lovely but it isn't open yet so I just don't know! /AUTHOR: Jchemela Holmes /RATING: 4 /TEXT: Beautiful venue.  My step-fathers were very happy. /AUTHOR: Gennarina Brunetto /RATING: 5 /TEXT: We love when the park opens for their discovery day. Free day of family fun! /AUTHOR: Donna Jackson /RATING: 5 /TEXT: The beauty! The flat bike trails! A really nice place to cycle or if you are a member of the Audubon, to see native birds.  Looking forward to greater lengths of trails opening!",40.564659,http://www.freshkillspark.org/,-74.170089,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAA3skuR7Bv_vT15WZff7iu1TQGllMWDjSJLaauSqDV2vKPw68Ov9Zm2NWOC_coVIP0s3VIZIyrG47pIMlJ4QOwR4SXm0hzWzrl7sTeUvmigkUg4017Z8-y6740zXxmpcgMEhD3y2NlWkqxX2bSaqjGtWXlGhTFTZCFUsuYTrcdGReTEngaQ2pfBw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Silver Lake Park,0,0,10301,117341,Victory Boulevard,Staten+Island,None Available,40.622351,None Available,-74.098079,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3256&photoreference=CmRaAAAAJjE_h2sfJSfAj6KsWaksPlv0zXy2GFtfyWyTaiWEm34iBYKw_338zlvoVnA9qqm2AggfzP4hTn9lyu0csH1gU6n-Q1xE0J9TXXL-TzJ0sC0tae4tSI2jA_zgoWVW_vRlEhCklB73NF-5SvlS7TFU6AU6GhSpgkn_8WJu_YAstzXuHaCYyOY_Aw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Douglaston Park,4,193,11363,159566,42 Avenue,Queens, /AUTHOR: Sean Hurley /RATING: 3 /TEXT: Place wasn't in too bad of shape. Some parts of the course need some work. /AUTHOR: bradley buggs /RATING: 5 /TEXT: Great place gonna be have a wedding there very nice place /AUTHOR: Lavasha Blanks /RATING: 5 /TEXT: Beautiful grounds and great service. My friend had a wedding here. Food was delicious great drinks and bathrooms were clean. Wonderful place for a event ! /AUTHOR: Rajib Mazhar Hasan /RATING: 5 /TEXT: We have held a few special events in this venue and attended several others hosted here. The organizers are very friendly and always willing to accommodate your requests within reasons. We had halal food options in all the events we attended. The decor and architecture is just amazing with plenty of day light for photography. /AUTHOR: Allen Wong /RATING: 4 /TEXT: Good and challenging city golf course,40.76789,http://www.golfnyc.com/,-73.747056,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAA8-9uIaKYubzVllTF45q95HfVLK3Kl55fhro-XHTI2ngLImdUP-rIZ75mVHwPR92fRPW4Xnm0NeT8Ezqz3-H16E43Ox1TKdWPioY5QUfFzJtXaT7MmaRmR4frRJ6SxPwZEhDzQ1TYs-QTwqyjEC1y7vMbGhQe4z49oER7J_RAgD7U_pyjqoem7g&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 5:00 AM – 7:00 PM', 'Tuesday: 5:00 AM – 7:00 PM', 'Wednesday: 5:00 AM – 7:00 PM', 'Thursday: 5:00 AM – 7:00 PM', 'Friday: 5:00 AM – 7:00 PM', 'Saturday: 5:00 AM – 7:00 PM', 'Sunday: 5:00 AM – 7:00 PM']",Park
St James Square Park,3.9,740,10038,42415,51 St James Place,Manhattan," /AUTHOR: Jennifer Smith /RATING: 5 /TEXT: Great place to stay. Close and convenient to Times Square. Also affordable and the staff is really great. It is older but has charm. The bed is pretty stiff but the pillows are soft, the water is hot and the rooms are clean. Id highly recommend this place and will be staying here again myself in the future. /AUTHOR: Zach Klitzman /RATING: 4 /TEXT: I had a really great stay at the St. James. The staff was pleasant and helpful, especially Joey. The room was quite spacious. One downside is the elevators were a bit slow, and on the day we checked out one of the two was broken. The shower was also a bit tricky. But other than those small quibbles, it was a good hotel. Can't beat the location and the price was very reasonable. /AUTHOR: Daniel Vivian /RATING: 4 /TEXT: A perfectly adequate hotel with the bare basics available. Would recommend for a short stay in the city, but not for a longer stint. Bed was quite comfortable considering the star rating of the hotel. /AUTHOR: Erwin Kampen /RATING: 5 /TEXT: What a nice and lovely hotel on the best location possible, just around the corner of Times Square. Rooms are kind of old but really clean and the beds are excellent. The X-factor of this hotel is Joey. What a friendly and funny guy who is always willing to help out. (The Liverpool fan guy was also very friendly). My wife and I have traveled a lot but never have we met a host as friendly as Joey. We will be back! /AUTHOR: Marco /RATING: 5 /TEXT: For a 2-star hotel, I was very impressed! Clean and cozy room. I slept like a baby and the bed was A-1 comfortable! Great price and prime location as well",40.712696,http://www.hotelstjames.net/,-73.998536,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=CmRaAAAAeaxOZ24iC9JVY1kapvT0to9G91XTXCo1OzJhYbjQihP3VdmX3RFostpNXc1un8611hTHbkMq7EeHTo5gFkuz0u30TerluDz_CumeAU9d_TkQmiByFnl3ibohoeBc1dnuEhCit4dG_XtR7yV_iZtlog_NGhSCulExvSXTHsC2WbnWcYF9VPGp7A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Walton Ave Aa Park,4,35,10453,164682,2115 Walton Avenue,Bronx, /AUTHOR: Iiaann Ian /RATING: 3 /TEXT: Don't remember anything outstanding and that's not good. /AUTHOR: Consuela Edwards /RATING: 3 /TEXT: Nice Park good people /AUTHOR: marcial s /RATING: 1 /TEXT: The worst place to play basketball.Crackeads be in there drinking and doing drugs /AUTHOR: Ileana Texidor /RATING: 4 /TEXT: Safe place /AUTHOR: Ismary Ruperto /RATING: 4 /TEXT: We play basketball,40.855257,https://www.nycgovparks.org/parks/walton-park/,-73.905182,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4320&photoreference=CmRaAAAAAnHJGv2CoDuETkTXz3yNoUJXEm4N_sREGJqNMq_vp06HjTsr_JoDMLQkEbt8MgxUV6C70B7cYoeiYXpqe3_50A74xDOmsStFEakl02WQqpfnbhP9bcD6_shPoqQ15_hjEhB3rP1TFaphT5BxLgU0PQZ7GhQLrMJYBVZVh707jWChcC8CQax9ew&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Frances Hamburger Sternberg Pk,4,260,11206,76472,286 Lorimer Street,Brooklyn," /AUTHOR: Lisa C /RATING: 4 /TEXT: If you live in the neighborhood, this is a great place to go if you live in the neighborhood. The jungle gym is quite large and there is a separate kiddie gym. There are big kid swings and baby swings. Adjacent there is a basketball area and a workout area. All of this is next to a gigantic field used for soccer, football, baseball as well as individual work outs. /AUTHOR: Christel McCalmon /RATING: 5 /TEXT: It had a big nice open field. The only downfall I'd that when its hot, there is no shade.  I plan on going back with my daughter ar the playground.  Its a big park. /AUTHOR: Jackson Alexisra /RATING: 3 /TEXT: Small park but pretty easy to navigate. Close to home and good place for a quick spontaneous run. Cute little play ground too. I have yet to run the trails but I hear they are packed full of bikers and not good for trail running. /AUTHOR: J B /RATING: 2 /TEXT: This park can use some serious renovations. /AUTHOR: Human Nightmare /RATING: 5 /TEXT: Great place to play tennis,basketball,hand ball.",40.705851,https://www.nycgovparks.org/parks/sternberg-park,-73.947174,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAAcB9KRZ5Ej-BL5uvZLUKtxdMewzw2wx65wRlsGxfzEhskAxKCQX4MmARRjJww70XqD6o_9hXHdOLPy3O5ueEuf3Yy3NUSJ7be6B8R__yK8G9zR1XPM3ljyWMcAoU82eW7EhB5-Ahk6LVizJ0C21hNrZFKGhRAs87-1qIZ-IIUn3Hx5RZgWzaucQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Children's Garden,5,7,10009,130272,194 Avenue B,Manhattan," /AUTHOR: Lissette Perez /RATING: 5 /TEXT: Beautiful garden. Full of lovely art, friendly faces, and lots of things to entertain and enrich curious kids. Come to plant a flower or just to enjoy the shaded sitting and play area. /AUTHOR: Bijela Ptica /RATING: 5 /TEXT: Aresh is nice guy! /AUTHOR: Dave Miller /RATING: 5 /TEXT:  /AUTHOR: Jiayue Wang /RATING: 5 /TEXT:  /AUTHOR: Hadelisse Roman-Franqui /RATING: 5 /TEXT: ",40.728101,https://www.facebook.com/groups/childrensmagicalgarden/,-73.979258,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAMnQD6v6DTz2yNknrrIQ7BzU0ynZq8y2-l7sSXm5dnczptp2QHPO756QaSNbGbRhCWqPn3jZQHeGxP1t8awkq0Awb0hFLavY9dgM23I8nm0hnq66L1ybWP7vFGSxf6sWdEhDZmgiBB0Oy8TNuOCxMro2aGhRX-1__cKZ5K2m-qOLzwR-K4fjdnQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 3:00 – 6:00 PM', 'Tuesday: 3:00 – 6:00 PM', 'Wednesday: 3:00 – 6:00 PM', 'Thursday: 3:00 – 6:00 PM', 'Friday: 3:00 – 6:00 PM', 'Saturday: 3:00 – 6:00 PM', 'Sunday: 3:00 – 6:00 PM']",Garden
Brooklyn Children's Museum,4.3,1370,11213,24408,145 Brooklyn Avenue,Brooklyn," /AUTHOR: Quianna Boyd /RATING: 5 /TEXT: It was great, staff was very nice and helpful. I took my God Daughter and she loved it. They have little pretend restaurants and super markets as well as cultural shops. It was great. And they had a live animal petting /AUTHOR: Shakyna Gorden /RATING: 5 /TEXT: I've taken my daughters to this museum several times and they never get bored. There are plenty of activities for children to enjoy as they learn about things like nature to various cultural dances. The children also enjoy the room where you can draw and write on anything. This is definitely a place you would want to bring your children. Children and adults will have a good time. /AUTHOR: Hennessy Charles /RATING: 5 /TEXT: I like this place. My son didn't want to leave. the only thing is the price of food was a bit pricey. A juice pouch cost $2.50; $5.00 for juice for my son and I. I would have bought more food but the prices were high. The upside to this, you can bring your own food. you can store your coat and possession and gain access to your stuff at anytime. /AUTHOR: Katelyn Meyer /RATING: 4 /TEXT: Great for a snow day! We stayed about 3 hours, our little ones are 2 and seemed to really enjoy it. It deff needs some updating but it was still fun. May not be fun for kids over 6/7 but for little ones it's perfect. /AUTHOR: Pete R /RATING: 5 /TEXT: Beautiful place for the kids to visit at least once a year, to enjoy and experience the nature in captivity.  The snake, reptiles and fish exhibit are wonderfully shaped and designed to give it natural looks . Unfortunately,  the yellow python is not there anymore, but they have 2 new large shakes that are dangerously following each other theough the glass and kids are mesmerized by it. They also offer complimentary tickets for friends and family and membership cards thorough out the year. I would certainly recommend it to my friends and family members to experience this wonderful place at least once a year. 5 stars.  *****.",40.674483,http://www.brooklynkids.org/,-73.944004,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4608&photoreference=CmRaAAAAhs9Rw0ZBzeZbJ-OvMcLGDwUGsqmh4NLNnOY6-HbkEWTA9YaxarcUFVAogth8K5a-Ue_IfOnA1TQNbMH0ie_E9OJzNlshYw5i9PjyOxRitOhGQfj277MIvmTrWkG1zXQAEhCAt8D4g2zGxt1l3GwAqg7eGhT3hU-o3zy5ULkZetg5727ByUOMKg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 7:00 PM', 'Sunday: 10:00 AM – 7:00 PM']",Park
